id,title,reason,description,create_time,equipment,location,gz_tag,qj_tag,xw_tag
2795,铁马XC2200方舱车发动机间歇性加速无力,仔细检查各搭铁线，发现变速箱上一固定螺栓未拧紧，导致发动机线束上的搭铁线未能良好搭铁。至此故障原因明确。紧该螺栓后启动正常，试车，故障不再出现。,该车加速无力，发动机故障灯时亮时不亮，油耗升高，检查无果，接着又出现无法启动抛锚故障。,2017/7/10 0:00,铁马XC2200方舱车,河北,发动机故障,螺栓,知道故障不修理
2796,猎豹飞腾发动机间歇性加速无力,仔细检查各搭铁线，发现变速箱上一固定螺栓未拧紧，导致发动机线束上的搭铁线未能良好搭铁。,该车加速无力，油耗升高，之后又出现无法启动抛锚故障。,2017/7/17 0:00,猎豹飞腾,河北,发动机故障,螺栓,知道故障不修理
2797,铁马XC2200载重车发动机无法启动,断开蓄电池，拆下三个电脑，用万用表检测互相之间的CAN线连接，线路没有断路和短路问题。又逐个查看三个电脑，发现电喷电脑几个针脚明显有腐蚀现象，结合前面PROXIA诊断仪无法进入电喷电脑分析，应为电喷电脑故障。更换发动机电喷电脑，故障排除。,该车在行驶途中突然熄火，无法启动。,2017/7/17 0:00,铁马XC2200载重车,河北,熄火，发动机故障,电脑模块,知道故障不修理
2798,猎豹飞腾发动机间歇性动力不足,做发动机电喷电脑自动调节装置初始化，命名发动机电喷电脑的自适应调整归零，重新启动，发动机恢复正常，PROXIA诊断没有故障。又对该车的点火系统（火花塞、点火线圈）、供油系统（供油压力、喷油嘴清洁情况）及进气系统（是否有漏气处）分别进行检查，没有发现任何异常现象。剩下来就只有机械故障了，可能为偶尔气门密封不良，使发动机无法正常工作而进入降级模式，但在气门密封较好时又可以通过自动调节装置初始化来使其恢复正常工作。拆检发动机，果然发现进排气门均积碳严重。更换进、排气门，清除积碳，要求车主加高品质燃油，试车一段时间回访，故障排除。,发动机经常进入降级模式，初始化恢复功能后不久又重复出现。冷车经常感觉动力不足，怠速发抖，热车偶尔出现动力下降。,2017/7/17 0:00,猎豹飞腾,河北,怠速不稳,排气门,意外
2799,猎豹飞腾火花塞引起的一例典型故障,怠速和原来一样了，但抖动仍存在。既然怠速好了，那问题肯定在火花塞上。此车装的是白金火花塞，拆下新的火花塞，装上旧火花塞，故障消失。,清洗节气门喷油嘴，更换火花塞后，怠速比以前高100r/min，并且间歇性抖动一下。间歇时间长短不等，有时抖动厉害、有时轻微颤抖，厉害时甚至熄火，立即点车又能重新启动。加速跟以前一样。,2017/7/17 0:00,猎豹飞腾,河南,怠速不稳,火花塞,修理不当
2800,WZ901轮式装甲安全车动力不足且怠速发抖,借用元征解码器读取数据流，发现冷启后在暖车过程中，发动机电脑控制喷油脉宽突然变小，且随节气门开度的变化不明显，似乎一直进行着烯油过浓的修正，使得发动机转速无法上升。可以看出在发动机闭五控制时发动机转速不可能上升，如果让它开环运行可能会有所改善，抱着试试看的想法，将氧传感器拆下试车，在拆下氧传感器的位置发现气流很大、很急。很显然供油没有问题，那么就是进入汽缸内的氧的含量过少。为了验证这个推论，用空气压缩机向进气管吹气发现发动机工作情况大大好转，怠速稳了，急加速也没有异常。问题似乎找到了。拆下三元催化器，重新试车发现故障现象消失。,此车动力不足且怠速发抖，故障警告灯亮，故障码显示为氧传感器故障，更换氧传感器后故障警告灯仍然亮，故障现象仍然存在。,2017/7/14 0:00,WZ901轮式装甲安全车,河北,怠速不稳,三元催化转换器,修理不当
2801,WZ901轮式装甲安全车一侧小灯不亮,拆下气缸盖，看到气缸垫确实冲坏，换上新款改进型气缸垫，装配好后测试气缸压力，均到10kg左右。打点火钥匙，结果一下子就发动起来，至此维修结束。,一辆WZ901轮式装甲安全车行驶里程达5200km，出现左半边前后小灯均不亮的现象。,2017/7/14 0:00,WZ901轮式装甲安全车,河北,启动困难,气缸垫,不懂保养汽车
2802,远达SCZ3090CA空调压缩机频繁跳动,压力开关损坏，更换压力开关，把线路恢复正常，压缩机正常运转，内外循环灯也不闪烁了，,一辆远达SCZ3090CA行驶2.2万km，该车内外循环灯会自动转换。,2017/7/14 0:00,远达SCZ3090CA,河北,空调压缩机跳动,压力开关,不懂保养汽车
2803,五岳TAZ3090发动机不能启动,用一支发光二极管试灯，其“十”端接蓄电池正极，“一”端触接ECU上23号引脚，此时试灯发亮，这说明23号引脚线路中有搭铁故障。经仔细检查，在位于发动机舱内通往ECU的主线束丛中，查到了这根已破皮的IGF信号线，发现它已和车身相触而搭铁，分析为事帮碰撞所致。逐用绝缘胶带缠住破损入，并整理好这束导线，再次启动马达。测量ECU中23号引脚处电压为0.1V。试着多启动几次马达，发动机竟顺利启动。,喷漆后发动机不能启动。,2017/7/14 0:00,五岳TAZ3090,河北,启动困难,信号线,操作分心
2804,奥迪A6空调不致冷,低压管由于以前发生泄漏铆接过。买回一根新的低压管，重新抽真空，加入适量的压缩机油，注入冷媒，故障终于排除了。,一辆奥迪A6空调效果不好，出风口温度达16℃。在我厂已经换了压缩机、膨胀阀和干燥瓶，同时也清洗了整个空调系统的管道。用压缩空气吹都畅通无阻。已换过2个压缩机、2个干燥瓶、4个膨胀阀和1个冷凝器。,2017/7/14 0:00,奥迪A6,河北,空调故障,低压管,责任心不强
2805,五岳TAZ3090空调故障,发动机舱左侧保险丝盒内找到空调继电器，发现继电器的4个脚有2个电源，一个到空调压缩机，而没有继电器的控制信号。看到有两个地方似乎有烧蚀痕迹。于是又打开电脑的另一面，发现有一电阻被烧黑。用万用表测量此电阻不通，阻值无穷大。查看附近与此相似的电阻，阻值为10Ω。于是换上一个10Ω电阻，再试空调一切正常。,空调不制冷。,2017/1/2 0:00,五岳TAZ3090,河北,空调故障,电阻,不懂保养汽车
2806,五岳TAZ3090怠速过高,进一步考虑实际水温低现象，为进一步缩小故障的可疑点，拆检节温器，当打开节温器外面的水管时，一切都一目了然！原来系统没有装节温器。装好节温器、怠速正常。,出现怠速过高现象。,2017/3/13 0:00,五岳TAZ3090,上海,怠速不稳,节温器,责任心不强
2807,汉阳HY473AS半挂牵引车怠速过高,拆检节温器，发现没有装节温器。装好节温器，故障排除。,一辆汉阳HY473AS半挂牵引车发生怠速过高现象。,2017/3/13 0:00,汉阳HY473AS半挂牵引车,河南,怠速不稳,节温器,没有阅读说明书
2808,五岳TAZ3090急加速回火,将转子轴反向轻轻敲击出1.0～1.5mm后，故障排除。,此车二级维护后出现发动机怠速不稳、急加速不畅，并伴有回火放炮声。,2017/3/13 0:00,五岳TAZ3090,上海,怠速不稳,转子轴,不定时检查车况
2809,汉阳HY4320S半挂牵引车倒车灯不亮,拆下尾箱盖上的整条线束，逐段剥开，发现其中一处被折断。连接好后，故障排除。由于牌照灯与后雾灯指示灯的功率较小，又与倒车灯有共同的搭铁点，倒车灯的搭铁线没有彻底断开，只能通过小电流，所以才会出现上述故障现象。,挂倒档时倒车灯不亮，牌照灯与仪表盘上的雾灯指示灯（后）同时点亮。,2017/4/13 0:00,汉阳HY4320S半挂牵引车,河南,倒车灯不亮,搭铁线,上次修理失当
2810,奥迪A6无倒档,发现该车装有防盗器，装此防盗器的师傅把防盗继电器装在了点火开关启动档上。,该车启动机时有时无，但故障并不太明显，自动变速器无倒档，而且没有任何故障灯点亮。,2017/3/13 0:00,奥迪A6,上海,无倒档,防盗器,操作分心
2811,汉阳HY4320S半挂牵引车熄火,经过分析，此车的故障为曲轴位置传感器损坏和发动机电子控制器ECU插接头不好，引起发动机电子控制器ECU搭铁不良造成的双重故障。重新加固插接头后，此车故障完全消失。,此车在高速行驶时突然熄火，再启动时无任何启动征兆。,2017/5/24 0:00,汉阳HY4320S半挂牵引车,河南,熄火,曲轴位置传感器，发动机电子控制器ECU插接头,修理不当
2812,汉阳HY4320S半挂牵引车无法启动,正时链条装错一齿。重新将正时链条装复，试车，一切正常。,该车辆大修之后，有着车迹象，但始终不能顺利启动。,2017/7/16 0:00,汉阳HY4320S半挂牵引车,上海,启动困难,链条,不懂保养汽车
2813,铁马XC2200载重车发动机回火,分解发动机进行检查，并以配气机构为重点。发现该车因润滑不良加之使用环境较为恶劣，导致凸轮轴过度磨损，从而造成排气不畅。凸轮高度的降低改变了配气相位，造成发动机进气和排气相位的滞后。低速时，发动机进、排气较少，燃烧时间相对充足，所以没有异常反应；然而在高速时，进气门开启晚，开度小，进气量严重不足，造成燃烧速度下降，同时排气门开启不足，不能及时排气，造成发动机在下一个工作循环进气门开启时，而汽缸内未及时排出的废气从进气门倒流，进入进气岐管，将其内的可燃混合气点燃，产生高速回火故障。更换凸轮轴后，重装装配试车，故障排除。,高速严重回火，只有怠速至中速时正常，只要加速，不管是急加速还是匀速，发动机都会回火，并且随着转速的升高回火越严重。,2017/7/19 0:00,铁马XC2200载重车,河南,发动机回火,凸轮轴,知道故障不修理
2814,铁马XC2200载重车发动机无法启动,变速箱电脑为监测自动变速器油温，不可能在非启动位产生一个断开信号。为了进一步确认故障，用专用工具把启动锁止开关信号线的一端（即变速箱电脑33#接线）从变速箱电脑插座上拿掉。给变速箱电脑一个档位锁止开关断开的信号，再启动发动机，果然着车。,发动机出现无法启动的故障。,2017/7/16 0:00,铁马XC2200载重车,上海,启动困难,变速箱电脑,意外
2815,铁马XC2200载重车水温高,维修人员换上了新水泵，装回散热器、电子扇、节温器和水温传达室感器，再长时间热车并在低中高速条件下试车检查并测量，水温恢复稳定、正常，整个冷却系统都在散热和恒温的有效状况中工作。,此车行驶30多万公里，要求对长期以来难于解决的冷却系水温高问题进行解决。,2017/7/16 0:00,铁马XC2200载重车,河南,水温高,水泵,不定时检查车况
2816,猎豹飞腾水温高,更换新水泵，装回散热器、电子扇、节温器和水温传达室感器，发现水温恢复正常。,此车对长期存在冷却系水温高的问题。,2017/7/16 0:00,猎豹飞腾,上海,水温高,水泵,意外
2817,猎豹飞腾SRS灯常亮,由于气囊线路的特殊性不敢轻易测量，便顺着束紧器插头往前查，发现这束线进了驾驶座底下的一个大插头里。轼晃此插头SRS灯会闪烁，感觉找到了问题的关键。因为驾驶座前后移动的频率比较高，这段线要随之伸缩，故而导致线路不良。,此车乘用车仪表板上安全气囊故障指示灯（以下简称SRS灯）常亮不熄。,2017/5/15 0:00,猎豹飞腾,河南,灯常亮,线,上次修理失当
2818,猎豹飞腾无怠速,用手堵住怠速旁通管的吸气口，有真空的感觉，但总觉得进气量太小，于是就拆检了节气门、怠速马达和怠速旁通管，发现非常脏，怠速进气通道几乎堵死。故障很明显，是怠速通气口堵死造成的，清洗后故障排除。,此车无怠速。,2017/1/15 0:00,猎豹飞腾,河南,怠速不稳,通气口,不定时检查车况
2819,猎豹飞腾输油泵故障,若输油泵工作正常，当你压摇臂时，输油泵出油管应流油。但反复压摇臂，并无一滴油流出，试着向进油管吹气畅通无阻，倒着吹畅通。证实输油泵膜片破裂。更换输出泵后，启动成功。,此车在行驶中突然熄火。据介绍当天行驶了400km时增加油，然后行车不足50km就熄火。,2017/1/15 0:00,猎豹飞腾,上海,输油泵故障,输出泵,修理不当
2820,猎豹飞腾冷车启动困难，热车怠速不稳,调整分电器角度，到正常位置后，怠速变得平稳了。,该车有冷车启动困难，热车怠速不稳的问题。,2017/1/15 0:00,猎豹飞腾,湖南,怠速不稳,分电器,责任心不强
2821,长丰猎豹发动机熄火,将起动机开关上的辅助触点转到正确位置，然后拧紧固定螺钉，经试车，原有故障不再出现。,发动机起动后将点火开关退回一挡时，发动机就立即熄火，点火线圈的附加电阻被烧红而且用手摇柄也无法起动。,2017/3/25 0:00,长丰猎豹,江苏,熄火,启动机开关,责任心不强
2822,长丰猎豹发动机间歇熄火,清洗油箱，发现油箱出油口滤网上有脏物，清除脏物后，故障排除。,在行驶中发动机突然熄火，停车稍歇后起动，发动机能发动，运转正常。继续行驶不足20公里，发动机又熄火，此现象重复出现。,2016/7/30 0:00,长丰猎豹,天津,熄火,油箱,上次修理失当
2823,北汽勇士发动机间歇熄火,这车是由油路和电路共同产生的故障，由于高压电路有轻微漏电，高速时有少部缸不工作；发动机低速时，出油量小，出油速度慢，基本能供上，发动机高速时，出油量大，出油速度快，滤网的吸力大，脏物吸附在滤网上，引起供油不足，甚至不供油，停车稍歇后，滤网上脏物因吸力减除，部分脏物脱离，发动机再次起动时，供油正常。,该车在行驶中发动机突然熄火，停车稍歇后起动，发动机能发动，运转正常。继续行驶不足10公里，发动机又熄火。,2017/1/15 0:00,北汽勇士,天津,熄火,油箱,操作分心
2824,北汽勇士液压制动分泵温度过高,将制动毂与蹄片的间隙调到标准值后，经试车，原有的故障不在出现。,因蹄片磨损过大更换了一副新蹄片，装复度车时制动效果还可以，但行驶一段时间后，制动突然失灵。,2017/1/15 0:00,北汽勇士,湖南,制动液温度过高，刹车失灵,制动毂，蹄片,意外
2825,北汽勇士正时齿轮发响声,驾驶员操作不当所致，车辆起动时，尤其是冷车起动，猛轰加速踏板，由于润滑油粘度大，各机件的润滑油膜尚未形成，使各部机件运转时阻力增大，导致机件损坏。,该车行驶8000千米后，正时齿轮处有异响。,2017/1/14 0:00,北汽勇士,天津,正时齿轮发响,正时齿轮,不定时检查车况
2826,奥迪A3正时齿轮发响,该车本身的正时齿轮存在质量问题。,该车行驶3000千米后，正时齿轮处出现异响。,2017/1/14 0:00,奥迪A3,天津,正时齿轮发响,正时齿轮,驾驶不当
2827,汉阳HY473AS半挂牵引车正时齿轮发响,检查发现，正时齿轮前端紧定螺母松动，且正时齿轮半圆键卡槽磨损严重。经分析，主要原因是在装复正时齿轮时紧定螺母拧紧力矩没有达到规定标准所致。,此车已行驶6000千米，用手摇柄转动曲轴时，每运转一周正时齿轮处出现两次有规律的敲击声，且发动机工作时功率下降。,2017/1/14 0:00,汉阳HY473AS半挂牵引车,湖南,正时齿轮发响,正时齿轮,知道故障不修理
2828,一辆汉阳HY473AS半挂牵引车盲目串联蓄电池,熄火后，再用起动机，无反应。拆下起动机检查，发现换向器、磁场绕组严重烧蚀。原来应该使用24V电源起动，由于人为串联一只蓄电池，使电压达到36V，造成起动机因过压而烧坏。,由于天气寒冷，加之起动发动机转速不够，故未能起动。后用一只蓄电池与原有两只蓄电池串连，再次起动发动机，这时起动转速很高，但由于起动前未预热，还是未能起动。第三次起动时成功。但发现起动机内部冒烟，并伴有焦糊味，只好立即熄火检查。,2017/1/18 0:00,汉阳HY473AS半挂牵引车,湖南,起动机损坏,起动机,不定时检查车况
2829,汉阳HY473AS半挂牵引车水箱“开锅”,造成“开锅”的原因是机油在水面形成油膜妨碍水中的热量散发，使水泥迅速升高，导致水箱“开锅”机油膜在水的循环过程中形成白色泡沫。,此车在行驶过程中水箱“开锅”，打开发动机舱盖后，发现从水箱溢水管排出白色泡沫并有轻微的机油味。,2017/1/18 0:00,汉阳HY473AS半挂牵引车,海南,水温高,节温器，冷却系,不懂保养汽车
2830,汉阳HY473AS半挂牵引车充电指示灯不熄灭,发现整流元件板上正、负二极管接线螺杆处一塑料绝缘件有烫化现象，使两者之间形成绝缘膜，造成断路。消除绝缘膜后，装复发电机，故障排除。,该车在保养时，发动机正常运转，电流表指示充电，随着转速升高，发现充电指示灯不熄灭。,2017/1/18 0:00,汉阳HY473AS半挂牵引车,天津,充电指示灯不熄灭,二极管接线螺杆,责任心不强
2831,沈飞猎鹰发动机怠速不稳,检查怠速控制阀的作动声音，无作动声即怠速控制阀出现了故障。,一辆沈飞猎鹰启动之后在怠速情况下运转，发动机忽高忽低、发抖。,2017/4/12 0:00,沈飞猎鹰,天津,怠速不稳,怠速控制阀,意外
2832,汉阳HY473AS半挂牵引车发动机怠速不稳,怠速时打开空调或打方向盘．发动机转速不升高，发现节气门位置传感器怠速开关不闭合。对节气门位置传感器进行调整后，故障消除。,汽车启动之后在怠速情况下运转，发动机转速不稳。,2017/1/18 0:00,汉阳HY473AS半挂牵引车,四川,怠速不稳,节气门位置传感器怠速开关,粗心
2833,长丰猎豹发动机怠速不稳,检修人员听见进气管有泄漏声，对泄漏处堵塞，故障解决。,一辆长丰猎豹启动之后在怠速情况下运转，发现怠速不稳定。,2017/5/2 0:00,长丰猎豹,上海,怠速不稳,进气管,没有阅读说明书
2834,汉阳HY473AS半挂牵引车发动机怠速不稳,外接电源检查喷油器是否有喷油测量喷油器的喷油量，喷油器无喷油。,一辆汉阳HY473AS半挂牵引车启动之后在怠速情况下运转，发动机转速忽高忽低。,2017/1/18 0:00,汉阳HY473AS半挂牵引车,天津,怠速不稳,喷油器,上次修理失当
2835,WS-1B自行火箭炮发动机怠速不稳,加速时伴有发闷的现象，更换三元催化器后，问题解决。,WS-1B自行火箭炮怠速耸车，发动机转速十分不稳定。,2017/6/6 0:00,WS-1B自行火箭炮,北京,怠速不稳,排气系统,不懂保养汽车
2836,黄河DD3090JFZ汽油发动机无法启动,在启动汽车时，只能听到起动机的声音，发现是由于电瓶亏电而无法启动。,汽油发动机无法启动，没有点火现象。,2017/8/19 0:00,黄河DD3090JFZ,四川,发动机无法启动,蓄电池,没有阅读说明书
2837,枭龙XL2060发动机动力不足,将加速踏板踩到底，检查节气门能否全开。发现不能全开，通过整节气门拉索或踏板，故障排除。 ,该车发动机无负荷运转时基本正常，但带负荷运转时加速缓慢，上坡无力，加速踏板踩到底时仍感动力不足，转速提不高，达不到最车速。 ,2017/8/19 0:00,枭龙XL2060,北京,发动机动力不足,节气门,操作分心
2838,燕京YJ6501发动机动力不足,通过拆卸喷油器、检查喷油量，发现不正常，出现雾化不良。,该车发动机无负荷运转时基本正常，但上坡无力，加速踏板踩到底时仍存在动力不足，转速提不高。 ,2017/8/19 0:00,燕京YJ6501,四川,发动机动力不足,喷油器,意外
2839,黄河DD3090JFZ离合器异响,少许踏下离合器踏板，使分离杠杆与分离轴承接触，听到有“砂、砂”声音，发现分离轴承响并磨损严重，更换后故障排除。  ,"黄河DD3090JFZ行驶了20万km,发现使用离合器时，有异响。",2017/8/19 0:00,黄河DD3090JFZ,北京,离合器异响,分离轴承,没有阅读说明书
2840,黄河DD3090JFZ离合器异响,踩踏板，在离合器刚接触或分开时响，检查从动盘，发现铆钉松动。,"一辆黄河DD3090JFZ行驶4500km后,使用离合器时，有异响。",2017/6/18 0:00,黄河DD3090JFZ,四川,离合器异响,从动盘,驾驶不当
2841,燕京YJ6501转向沉重,检查轮胎气压，发现充气不足，充气后故障消失，表明故障系轮胎气压不足（主要是前轮）所致。,汽车行驶时，需施加很大的力才能使汽车实现转向。,2017/6/18 0:00,燕京YJ6501,北京,转向沉重,轮胎,责任心不强
2842,东风猛士转向沉重,检查转向器及其它零件连接处的润滑情况，加注润滑油后故障消失，发现是故障系润滑不良所致。,汽车行驶时，得使用特别大的力才能使汽车实现转向。,2017/6/18 0:00,东风猛士,四川,转向沉重,转向系,修理不当
2843,东风猛士交流发电机充电电流不稳定,首先检查传动皮带，发现皮带过松，调整后故障消除。,此车发动机怠速以上运转时，电流表指针不断摆动。,2017/7/18 0:00,东风猛士,四川,交流发电机充电电流不稳定,传动皮带,知道故障不修理
2844,铁马XC2200载重车交流发电机充电电流不稳定,通过检查传动皮带，发现皮带太松，调整后故障消除。,发动机怠速以上运转时充电指示灯闪烁。,2017/8/10 0:00,铁马XC2200载重车,北京,交流发电机充电电流不稳定,传动皮带,不定时检查车况
2845,五岳TAZ3090交流发电机充电电流不稳定,首先排除皮带过松和导线接触不良，检查电刷长度，发现低于7mm，有磨损迹象。,发动机怠速以上运转时充电指示灯不停地闪烁。,2017/6/21 0:00,五岳TAZ3090,四川,交流发电机充电电流不稳定,电刷,意外
2846,五岳TAZ3090交流发电机充电电流不稳定,首先排除皮带过松和导线接触不良，然后拆检发电机后，发现电刷、转子和定子都正常，检查电压调节器，发现已损坏。更换后，故障排除。,该车晚间行驶时，前照灯忽明忽暗。,2017/2/27 0:00,五岳TAZ3090,四川,交流发电机充电电流不稳定,调节器,修理不当
2847,汉阳HY4320S半挂牵引车起动机转动无力,在确认蓄电池容量足够，线路连接良好的情况下，用金属条短接起动机电磁开关的两个主接线柱，如果短接后启动有力了，说明起动机电磁开关内主触点和接触盘接触不良；如果短接后起动仍然无力，则可以认为电动机有故障，或其搭铁不良，在接通启动开关后，起动机有连续的“咔嗒”声。短接起动机电磁开关的两个主接线柱，起动机转动正常，说明电磁开关保持线圈短路。,一辆汉阳HY4320S半挂牵引车起动机转动缓慢无力，带动发动机困难。,2017/3/23 0:00,汉阳HY4320S半挂牵引车,上海,起动机转动无力,电磁开关,驾驶不当
2848,五岳TAZ3090高压无火,排除外部导线连接松动故障后，打开点火开关不起动，观察仪表上故障灯，灯亮，说明电脑供电正常，读取故障码，发现感应线圈损坏，更换后，故障消除。,该车发动机不能起动。拔出高压导线对缸体试火，无火。,2017/4/10 0:00,五岳TAZ3090,四川,高压无火,感应线圈,没有阅读说明书
2849,五岳TAZ3090发动机动力不足,对该车检查水温传感器后，在不同温度下。水温传感器的电阻不能按规定标准值变化。更换水温传感器后，故障清除。 ,此车发动机无负荷运转时基本正常，但带负荷运转时加速缓慢。,2017/4/18 0:00,五岳TAZ3090,北京,发动机动力不足,水温传感器,没有阅读说明书
2850,奥迪A1发动机动力不足,对该车检查空气流量计后，发现出现异常，更换后故障消除。,发动机上坡无力，加速踏板踩到底时仍感动力不足，,2017/4/18 0:00,奥迪A1,四川,发动机动力不足,空气流量计,粗心
2851,奥迪A1发动机缺火,检测汽缸压缩压力，发现压缩压力少于原标准的80％。,该车发动机怠速抖动、汽车行驶无力、油耗增加、尾气排放超标。 ,2017/4/18 0:00,奥迪A1,北京,发动机缺火,气缸,没有阅读说明书
2852,奥迪A1一侧小灯不亮,拆下气缸盖，看到气缸垫已坏，换上新款改进型气缸垫，装配好后测试气缸压力，均到10kg左右。打点火钥匙，很快就发动起来，至此维修结束。,行驶里程达4500km，出现右半边前后小灯均不亮的现象。,2017/3/18 0:00,奥迪A1,四川,启动困难,气缸垫,上次修理失当
2853,奥迪A1怠速不稳,经过冷静地分析，点火线圈有高压火，喷油器工作正常喷油。这种情况不能启动可能有两种原因,该车怠速耸车，转速忽高忽低，遇红灯时常会熄火。,2017/7/22 0:00,奥迪A1,重庆,怠速不稳,混合气,驾驶不当
2854,奥迪A2发动机噪声大，有“隆、隆”异响，,发现底护板变形后与发动机油底壳距离变近，如果距离太近，当加速时油底壳与底护板相撞就会发出异响并使车身振动。,发动机噪声大，车辆原地踩加速踏板时，发动机舱内有振动感。,2017/3/18 0:00,奥迪A2,北京,发动机噪声大,发动机,意外
2855, 铁马XC2200舟桥车钢板弹簧栓松动引起制动跑偏,汽车制动时跑偏可分为定向跑偏和不定向跑偏。造成定向跑偏的主要原因有左、右轮制动力矩不等，或制动力迟滞的时间不一样，以及轮胎气压不一致等。检查制动系统，没有发现造成定向跑偏的原因。后来，在对该车进行三保检查底盘时，发现右后轮钢板弹簧U型固定螺栓松动严重。将U型螺栓拧紧后试车，故障排除。,一辆铁马XC2200舟桥车，在行驶6700km左右时出现制动向右跑偏现象，而且越来越严重。,2017/3/18 0:00,铁马XC2200舟桥车,北京,制动跑偏,钢板弹簧U型固定螺栓,意外
2856,奥迪A6发动不着,拆下气缸盖，发现气缸垫确实冲坏，换上新款改进型气缸垫，装配好后测试气缸压力，均到10kg左右。打点火钥匙，结果一下子就发动起来，至此维修结束。,一辆奥迪A6行驶里程73500km。司机说开在路上，突然熄火，之后就再也发动不着。,2017/3/18 0:00,奥迪A6,北京,熄火，发动不着,汽缸垫,上次修理失当
2857,猎豹飞腾自动变速器不跳四档故障,拆下了气管，发现前后两侧的三元催化器均有不同程度的堵塞。问题应该就出在这里，更换三元催化转换器，进行路试，故障排除。,此车进厂报修跑不快，最高车速只能达到100km/h。,2017/7/14 0:00,猎豹飞腾,四川,自动变速器不跳四档故障,三元催化器,没有阅读说明书
2858,猎豹飞腾发动机间歇性加速无力,仔细检查各搭铁线，发现变速箱上一固定螺栓松动，导致发动机线束上的搭铁线未能良好搭铁。至此故障原因明确。紧该螺栓后启动正常。,该车加速无力，然后又出现无法启动抛锚故障。,2017/5/29 0:00,猎豹飞腾,北京,发动机故障,螺栓,修理不当
2859,猎豹飞腾连杆轴承响,轴承盖螺栓松动，破坏了原来的配合间隙，柴油机在作功时受到强大的压力而产生响声。,该车突然加速时，连续发生的“当当”的响声；但响声不随温度变化。,2017/6/21 0:00,猎豹飞腾,四川,发动机故障,轴承盖螺栓,上次修理失当
2860,北汽勇士连杆轴承响,连杆轴承与轴颈磨损严重，破坏了本来的配合间隙，柴油机在作功时受到强大的压力而产生响声。,该车突然加速时，连续发生的“当当”的响声；但响声不随温度变化。,2017/5/29 0:00,北汽勇士,北京,发动机故障,连杆轴承，轴颈,不定时检查车况
2861,北汽勇士发动机气门脚响,对该车调整气门间隙后仍有响声，检查发现推杆有变形，予以更换后故障解决。,一辆北汽勇士的柴油机低转速时，上部发出有节奏并清晰均匀的“嗒嗒”声，转速升高，声响也随之增大中速以上时多只气门脚响，声响变得模糊杂，其响声不随温度和单缸断油变化。,2017/5/26 0:00,北汽勇士,四川,发动机故障,气门推杆,粗心
2862,北汽勇士发动机凸轮轴轴承响,用听诊器旋具抵触在气缸体凸轮轴轴承附近听诊，若有振动响声，则可确诊为该轴承发响。声响规律一般是怠速、中速时较清晰，高速时较清晰，高速时声音杂乱或减弱。凸轮轴窜动，进行轴向间隙调整后，故障消除。,该车凸轮轴轴承的敲击声发闷，有节奏，在发响的同时凸轮轴轴承附近有振动现象。,2017/5/26 0:00,北汽勇士,北京,发动机故障,凸轮轴,责任心不强
2863,长丰猎豹正时传动齿轮异响,当柴油机在怠速运转时，有不均匀的“咯啦”声，如果提高转速响声便杂乱，发现齿轮损坏。,柴油机工作时，在齿轮安装端（在柴油机的前端）发出“哗啦咯啦”或“噢---”的响声，声音随转速升高而增大。,2017/6/18 0:00,长丰猎豹,内蒙古,发动机故障,齿轮,修理不当
2864,长丰猎豹正时传动齿轮异响,发现齿轮运转时发出“噢---”声，转速越高声音越大，说明间隙过小，重新调整后故障排除。,柴油机工作时，在齿轮安装端发出“哗啦咯啦”或“噢---”的响声，声音随转速升高而增大。,2017/5/26 0:00,长丰猎豹,广东,发动机故障,齿轮,操作分心
2865,五岳TAZ3090发动机正时传动齿轮异响,发现柴油机中速以上运转，响声杂乱而强烈，且有振动感，降为低速时会发出撞击声，然后消失，发现螺栓松动，并给予了坚固。,柴油机工作时，在齿轮安装端发出“哗啦咯啦”或“噢---”的响声，声音随转速升高而增大。,2017/5/29 0:00,五岳TAZ3090,北京,发动机故障,螺帽,操作分心
2866,五岳TAZ3090发动机风扇叶异响,停止柴油机转动后，用手前后扳动风扇叶片有松旷感，说明紧固风扇的螺钉松动，进行更换后，故障解决。,柴油机在工作中，由于风扇叶长时间使用，会突然发出“哗啦哗啦”噪杂的响声，尤其是柴油机转速变化时，随转速的上升噪音增大。,2017/5/23 0:00,五岳TAZ3090,陕西,发动机故障,螺帽,不懂保养汽车
2867,五岳TAZ3090发动机气泵皮带打滑响,停车熄火后，用手指按压皮带，下陷量超过15mm，诊断为皮带过松，进行调整后不再打滑响。,柴油运转中，偶尔发出声响频率较高的尖锐而持续不断的“吱——”声音，急加油时，响声更突出。,2017/4/17 0:00,五岳TAZ3090,甘肃,发动机故障,气泵皮带,没有阅读说明书
2868,燕京YJ6501发动机风扇打滑响,停车熄火后，用手扳转风扇或气泵皮带轮未转动，诊断为皮带过松，进行调整后不再打滑响。,发动机运转中，偶尔发出声响频率较高的尖锐而持续不断的“吱——”声音，急加油时，响声更突出。,2017/3/17 0:00,燕京YJ6501,陕西,发动机故障,风扇皮带,意外
