selected_tag_name,p_tag_name,p_tag_type,create_time
开锅故障,意外,行为,1493568000
异响,上次修理失当,行为,1484236800
异响,垫板,器件,1484236800
异响,异响,故障,1489248000
异响,离合器,器件,1489248000
异响,混合气,器件,1489248000
异响,不定时检查车况,行为,1492704000
异响,发动机,器件,1492704000
异响,异响,故障,1492704000
异响,操作分心,行为,1492704000
异响,发动机,器件,1493568000
异响,异响,故障,1493568000
异响,修理不当,行为,1493568000
异响,上次修理失当,行为,1493568000
异响,异响,故障,1484236800
异响,粗心,行为,1489248000
异响,驾驶不当,行为,1489248000
异响,车垫,器件,1492704000
异响,操作分心,行为,1493568000
引擎,上次修理失当,行为,1485100800
引擎,冷却系统故障,故障,1485100800
引擎,引擎,器件,1485100800
弹簧,不懂保养汽车,行为,1499443200
弹簧,弹簧,器件,1499443200
弹簧,汽车摆头,故障,1499443200
怠速不稳,怠速不稳,故障,1483200000
怠速不稳,没有阅读说明书,行为,1483200000
怠速不稳,操作分心,行为,1483200000
怠速不稳,混合气,器件,1483200000
怠速不稳,上次修理失当,行为,1490803200
怠速不稳,发动机,器件,1490803200
怠速不稳,发动机,器件,1493568000
怠速不稳,怠速不稳,故障,1493568000
怠速不稳,怠速不稳,故障,1483286400
怠速不稳,操作分心,行为,1483286400
怠速不稳,不定时检查车况,行为,1486396800
怠速不稳,PCV阀,器件,1486396800
怠速不稳,怠速不稳,故障,1484496000
怠速不稳,蓄电池,器件,1484496000
怠速不稳,怠速不稳,故障,1500220800
怠速不稳,意外,行为,1500220800
怠速不稳,修理不当,行为,1500220800
怠速不稳,修理不当,行为,1499961600
怠速不稳,三元催化转换器,器件,1499961600
怠速不稳,怠速不稳,故障,1489334400
怠速不稳,节温器,器件,1489334400
怠速不稳,没有阅读说明书,行为,1489334400
怠速不稳,不定时检查车况,行为,1489334400
怠速不稳,不定时检查车况,行为,1484409600
怠速不稳,怠速不稳,故障,1484409600
怠速不稳,分电器,器件,1484409600
怠速不稳,怠速不稳,故障,1491926400
怠速不稳,怠速控制阀,器件,1491926400
怠速不稳,怠速不稳,故障,1484668800
怠速不稳,粗心,行为,1484668800
怠速不稳,怠速不稳,故障,1493654400
怠速不稳,没有阅读说明书,行为,1493654400
怠速不稳,上次修理失当,行为,1484668800
怠速不稳,喷油器,器件,1484668800
怠速不稳,不懂保养汽车,行为,1496678400
怠速不稳,怠速不稳,故障,1496678400
怠速不稳,怠速不稳,故障,1500652800
怠速不稳,混合气,器件,1500652800
怠速不稳,怠速不稳,故障,1488470400
怠速不稳,意外,行为,1488470400
怠速不稳,怠速不稳,故障,1488729600
怠速不稳,没有阅读说明书,行为,1488729600
怠速不稳,发动机,器件,1498320000
怠速不稳,怠速不稳,故障,1498320000
怠速不稳,驾驶不当,行为,1483200000
怠速不稳,怠速不稳,故障,1490803200
怠速不稳,责任心不强,行为,1493568000
怠速不稳,混合气,器件,1483286400
怠速不稳,怠速不稳,故障,1486396800
怠速不稳,驾驶不当,行为,1484496000
怠速不稳,责任心不强,行为,1484496000
怠速不稳,排气门,器件,1500220800
怠速不稳,火花塞,器件,1500220800
怠速不稳,怠速不稳,故障,1499961600
怠速不稳,责任心不强,行为,1489334400
怠速不稳,转子轴,器件,1489334400
怠速不稳,通气口,器件,1484409600
怠速不稳,责任心不强,行为,1484409600
怠速不稳,意外,行为,1491926400
怠速不稳,节气门位置传感器怠速开关,器件,1484668800
怠速不稳,进气管,器件,1493654400
怠速不稳,排气系统,器件,1496678400
怠速不稳,驾驶不当,行为,1500652800
怠速不稳,混合气,器件,1488470400
怠速不稳,混合气,器件,1488729600
怠速不稳,粗心,行为,1498320000
怠速不稳且不易起动,发动机,器件,1497715200
怠速不稳且不易起动,怠速不稳且不易起动,故障,1497715200
怠速不稳且不易起动,责任心不强,行为,1497715200
怠速控制阀,怠速不稳,故障,1491926400
怠速控制阀,怠速控制阀,器件,1491926400
怠速控制阀,意外,行为,1491926400
急加速不良,发动机,器件,1493740800
急加速不良,急加速不良,故障,1493740800
急加速不良,粗心,行为,1493740800
意外,意外,行为,1484236800
意外,水箱,器件,1484236800
意外,启动困难,故障,1487088000
意外,意外,行为,1487088000
意外,意外,行为,1487433600
意外,蓄电池,器件,1487433600
意外,垫片,器件,1487433600
意外,发动机,器件,1487433600
意外,启动困难,故障,1487433600
意外,意外,行为,1489248000
意外,行驶无力,故障,1489248000
意外,发动机,器件,1492704000
意外,启动困难,故障,1492704000
意外,意外,行为,1492704000
意外,飞轮,器件,1492704000
意外,发动机,器件,1493568000
意外,开锅故障,故障,1493568000
意外,意外,行为,1494604800
意外,发动机,器件,1494604800
意外,意外,行为,1485964800
意外,发动机,器件,1485964800
意外,意外,行为,1485014400
意外,水温高,故障,1485014400
意外,发动机故障,故障,1494000000
意外,意外,行为,1494000000
意外,意外,行为,1484496000
意外,换档冲击,故障,1484496000
意外,怠速不稳,故障,1500220800
意外,意外,行为,1500220800
意外,变速箱电脑,器件,1500134400
意外,启动困难,故障,1500134400
意外,意外,行为,1500134400
意外,水泵,器件,1500134400
意外,制动毂，蹄片,器件,1484409600
意外,制动液温度过高，刹车失灵,故障,1484409600
意外,怠速不稳,故障,1491926400
意外,怠速控制阀,器件,1491926400
意外,发动机动力不足,故障,1503072000
意外,喷油器,器件,1503072000
意外,交流发电机充电电流不稳定,故障,1497974400
意外,意外,行为,1497974400
意外,发动机,器件,1489766400
意外,发动机噪声大,故障,1489766400
意外,制动跑偏,故障,1489766400
意外,意外,行为,1489766400
意外,发动机故障,故障,1489680000
意外,意外,行为,1489680000
意外,意外,行为,1493913600
意外,离合器,器件,1493913600
意外,变速器跳档,故障,1489075200
意外,定位销,器件,1489075200
意外,意外,行为,1496937600
意外,油表不准,故障,1496937600
意外,意外,行为,1499184000
意外,排气管,器件,1499184000
意外,发动机,器件,1488211200
意外,发动机不能起动,故障,1488211200
意外,发动机,器件,1490457600
意外,发动机动力下降,故障,1490457600
意外,万向十字轴,器件,1501516800
意外,动力不足,故障,1501516800
意外,冷启动困难,故障,1498838400
意外,意外,行为,1498838400
意外,意外,行为,1496419200
意外,排气管,器件,1496419200
意外,怠速不稳,故障,1488470400
意外,意外,行为,1488470400
意外,发动机,器件,1498406400
意外,发动机工作不良,故障,1498406400
意外,发动机,器件,1494172800
意外,发动机更换气缸后无法起动,故障,1494172800
意外,化油器,器件,1496678400
意外,化油器严重回火故障,故障,1496678400
意外,意外,行为,1496851200
意外,制动踏板,器件,1496851200
意外,排气管,器件,1488470400
意外,意外,行为,1496160000
意外,变速箱,器件,1496160000
意外,意外,行为,1495468800
意外,柴油机,器件,1495468800
意外,水箱开锅,故障,1484236800
意外,曲轴箱通风单向阀,器件,1487088000
意外,蓄电池损坏,故障,1487433600
意外,跳挡,故障,1487433600
意外,贮气筒,器件,1489248000
意外,飞轮损坏,故障,1492704000
意外,起动机,器件,1492704000
意外,意外,行为,1493568000
意外,行驶无力,故障,1494604800
意外,熄火,故障,1485964800
意外,节温器,器件,1485014400
意外,搭铁线,器件,1494000000
意外,电磁阀,器件,1484496000
意外,排气门,器件,1500220800
意外,水温高,故障,1500134400
意外,意外,行为,1484409600
意外,意外,行为,1491926400
意外,意外,行为,1503072000
意外,电刷,器件,1497974400
意外,钢板弹簧U型固定螺栓,器件,1489766400
意外,风扇皮带,器件,1489680000
意外,离合器故障,故障,1493913600
意外,意外,行为,1489075200
意外,油表显示器,器件,1496937600
意外,排气管冒黑烟,故障,1499184000
意外,意外,行为,1488211200
意外,意外,行为,1490457600
意外,意外,行为,1501516800
意外,点火开关,器件,1498838400
意外,排气管冒黑烟,故障,1496419200
意外,混合气,器件,1488470400
意外,意外,行为,1498406400
意外,意外,行为,1494172800
意外,意外,行为,1496678400
意外,踩制动踏板时大灯亮,故障,1496851200
意外,排气管“隆、隆”声,故障,1488470400
意外,费油,故障,1496160000
意外,柴油机着火敲击声,故障,1495468800
感应线圈,没有阅读说明书,行为,1491753600
感应线圈,感应线圈,器件,1491753600
感应线圈,高压无火,故障,1491753600
扁线束,操作分心,行为,1486569600
扁线束,扁线束,器件,1486569600
扁线束,脱档,故障,1486569600
打转向沉重费力,打转向沉重费力,故障,1496937600
打转向沉重费力,责任心不强,行为,1496937600
打转向沉重费力,轴承,器件,1496937600
扭杆与变速器,扭杆与变速器,器件,1488384000
扭杆与变速器,扭杆弹力失准与变速器故障,故障,1488384000
扭杆与变速器,操作分心,行为,1488384000
扭杆弹力失准与变速器故障,扭杆与变速器,器件,1488384000
扭杆弹力失准与变速器故障,扭杆弹力失准与变速器故障,故障,1488384000
扭杆弹力失准与变速器故障,操作分心,行为,1488384000
换挡困难,储油罐,器件,1490803200
换挡困难,换挡困难,故障,1490803200
换挡困难,离合器,器件,1490803200
换挡困难,换挡困难,故障,1491667200
换挡困难,离合器,器件,1491667200
换挡困难,不定时检查车况,行为,1491667200
换挡困难,喷油泵,器件,1492704000
换挡困难,换挡困难,故障,1492704000
换挡困难,驾驶不当,行为,1490803200
换挡困难,粗心,行为,1490803200
换挡困难,驾驶不当,行为,1491667200
换挡困难,驾驶不当,行为,1492704000
换档冲击,意外,行为,1484496000
换档冲击,换档冲击,故障,1484496000
换档冲击,电磁阀,器件,1484496000
排出大量蓝烟,排出大量蓝烟,故障,1493827200
排出大量蓝烟,气缸垫,器件,1493827200
排出大量蓝烟,没有阅读说明书,行为,1493827200
排气管,修理不当,行为,1484064000
排气管,冒黑烟,故障,1484064000
排气管,不懂保养汽车,行为,1494864000
排气管,冒黑烟,故障,1494864000
排气管,不懂保养汽车,行为,1488297600
排气管,排气管,器件,1488297600
排气管,意外,行为,1499184000
排气管,排气管,器件,1499184000
排气管,意外,行为,1496419200
排气管,排气管,器件,1496419200
排气管,意外,行为,1488470400
排气管,排气管,器件,1488470400
排气管,排气管,器件,1490457600
排气管,排气管冒黑烟,故障,1490457600
排气管,排气管,器件,1492704000
排气管,排气管冒黑烟,故障,1492704000
排气管,排气管,器件,1484064000
排气管,排气管,器件,1494864000
排气管,车体有异响,故障,1488297600
排气管,排气管冒黑烟,故障,1499184000
排气管,排气管冒黑烟,故障,1496419200
排气管,排气管“隆、隆”声,故障,1488470400
排气管,操作分心,行为,1490457600
排气管,责任心不强,行为,1492704000
排气管“隆、隆”声,意外,行为,1488470400
排气管“隆、隆”声,排气管,器件,1488470400
排气管“隆、隆”声,排气管“隆、隆”声,故障,1488470400
排气管冒黑烟,意外,行为,1499184000
排气管冒黑烟,排气管,器件,1499184000
排气管冒黑烟,意外,行为,1496419200
排气管冒黑烟,排气管,器件,1496419200
排气管冒黑烟,排气管,器件,1490457600
排气管冒黑烟,排气管冒黑烟,故障,1490457600
排气管冒黑烟,排气管,器件,1492704000
排气管冒黑烟,排气管冒黑烟,故障,1492704000
排气管冒黑烟,排气管冒黑烟,故障,1499184000
排气管冒黑烟,排气管冒黑烟,故障,1496419200
排气管冒黑烟,操作分心,行为,1490457600
排气管冒黑烟,责任心不强,行为,1492704000
排气系统,不懂保养汽车,行为,1496678400
排气系统,怠速不稳,故障,1496678400
排气系统,排气系统,器件,1496678400
排气门,怠速不稳,故障,1500220800
排气门,意外,行为,1500220800
排气门,排气门,器件,1500220800
排除气阻故障,排除气阻故障,故障,1488384000
排除气阻故障,汽油管路及汽油泵,器件,1488384000
排除气阻故障,修理不当,行为,1496851200
排除气阻故障,排除气阻故障,故障,1496851200
排除气阻故障,粗心,行为,1488384000
排除气阻故障,柴油机,器件,1496851200
搭铁线,发动机故障,故障,1494000000
搭铁线,意外,行为,1494000000
搭铁线,上次修理失当,行为,1492012800
搭铁线,倒车灯不亮,故障,1492012800
搭铁线,不能起动,故障,1498060800
搭铁线,修理不当,行为,1498060800
搭铁线,搭铁线,器件,1494000000
搭铁线,搭铁线,器件,1492012800
搭铁线,搭铁线,器件,1498060800
操作分心,怠速不稳,故障,1483200000
操作分心,操作分心,行为,1483200000
操作分心,操作分心,行为,1486224000
操作分心,轮胎,器件,1486224000
操作分心,冒黑烟,故障,1487088000
操作分心,操作分心,行为,1487088000
操作分心,变速器,器件,1487088000
操作分心,变速器跳挡,故障,1487088000
操作分心,启动困难,故障,1487433600
操作分心,操作分心,行为,1487433600
操作分心,发动机,器件,1489248000
操作分心,开锅,故障,1489248000
操作分心,启动困难,故障,1489248000
操作分心,操作分心,行为,1489248000
操作分心,启动困难,故障,1490803200
操作分心,操作分心,行为,1490803200
操作分心,容易熄火,故障,1490803200
操作分心,操作分心,行为,1491667200
操作分心,发动机,器件,1491667200
操作分心,异响,故障,1492704000
操作分心,操作分心,行为,1492704000
操作分心,发动机,器件,1493568000
操作分心,异响,故障,1493568000
操作分心,动力不足,故障,1494604800
操作分心,操作分心,行为,1494604800
操作分心,发动机,器件,1494604800
操作分心,怠速不稳,故障,1483286400
操作分心,操作分心,行为,1483286400
操作分心,冒黑烟,故障,1493308800
操作分心,操作分心,行为,1493308800
操作分心,中控锁故障,故障,1492531200
操作分心,操作分心,行为,1492531200
操作分心,充电指示灯不熄灭,故障,1485100800
操作分心,操作分心,行为,1485100800
操作分心,操作分心,行为,1484496000
操作分心,发动机,器件,1484496000
操作分心,信号线,器件,1499961600
操作分心,启动困难,故障,1499961600
操作分心,操作分心,行为,1489334400
操作分心,无倒档,故障,1489334400
操作分心,操作分心,行为,1484409600
操作分心,油箱,器件,1484409600
操作分心,发动机动力不足,故障,1503072000
操作分心,操作分心,行为,1503072000
操作分心,发动机故障,故障,1495728000
操作分心,操作分心,行为,1495728000
操作分心,发动机故障,故障,1495987200
操作分心,操作分心,行为,1495987200
操作分心,启动困难,故障,1483200000
操作分心,操作分心,行为,1492012800
操作分心,喷油泵,器件,1492012800
操作分心,散热器,器件,1483200000
操作分心,操作分心,行为,1488470400
操作分心,点火线圈,器件,1488470400
操作分心,操作分心,行为,1497974400
操作分心,喷油头,器件,1497974400
操作分心,制动不灵敏,故障,1498406400
操作分心,制动液,器件,1498406400
操作分心,操作分心,行为,1486569600
操作分心,扁线束,器件,1486569600
操作分心,操作分心,行为,1495555200
操作分心,油泵,器件,1495555200
操作分心,发电机,器件,1492790400
操作分心,发电机充电量过大,故障,1492790400
操作分心,操作分心,行为,1491148800
操作分心,轮轴螺孔,器件,1491148800
操作分心,电路,器件,1488470400
操作分心,扭杆与变速器,器件,1488384000
操作分心,扭杆弹力失准与变速器故障,故障,1488384000
操作分心,排气管,器件,1490457600
操作分心,排气管冒黑烟,故障,1490457600
操作分心,操作分心,行为,1496160000
操作分心,发动机,器件,1496160000
操作分心,操作分心,行为,1493049600
操作分心,水温表,器件,1493049600
操作分心,操作分心,行为,1488211200
操作分心,水温表,器件,1488211200
操作分心,混合气,器件,1483200000
操作分心,轮胎异常,故障,1486224000
操作分心,火花塞,器件,1487088000
操作分心,齿轮,器件,1487433600
操作分心,贮气筒,器件,1489248000
操作分心,起动机,器件,1490803200
操作分心,车垫,器件,1490803200
操作分心,行驶无力,故障,1491667200
操作分心,车垫,器件,1492704000
操作分心,操作分心,行为,1493568000
操作分心,转换器,器件,1494604800
操作分心,混合气,器件,1483286400
操作分心,氧传感器,器件,1493308800
操作分心,电机,器件,1492531200
操作分心,激磁二极管,器件,1485100800
操作分心,故障灯闪烁,故障,1484496000
操作分心,操作分心,行为,1499961600
操作分心,防盗器,器件,1489334400
操作分心,熄火,故障,1484409600
操作分心,节气门,器件,1503072000
操作分心,齿轮,器件,1495728000
操作分心,螺帽,器件,1495987200
操作分心,曲轴,器件,1483200000
操作分心,柱塞锈蚀,故障,1492012800
操作分心,散热器开关,故障,1483200000
操作分心,电阻断路,故障,1488470400
操作分心,点火困难,故障,1497974400
操作分心,操作分心,行为,1498406400
操作分心,脱档,故障,1486569600
操作分心,油泵破裂,故障,1495555200
操作分心,操作分心,行为,1492790400
操作分心,造成连续烧瓦,故障,1491148800
操作分心,电路故障,故障,1488470400
操作分心,操作分心,行为,1488384000
操作分心,操作分心,行为,1490457600
操作分心,无法启动,故障,1496160000
操作分心,水温高,故障,1493049600
操作分心,水温高,故障,1488211200
故障灯,故障灯,器件,1498060800
故障灯,故障灯无故亮起,故障,1498060800
故障灯,责任心不强,行为,1498060800
故障灯无故亮起,故障灯,器件,1498060800
故障灯无故亮起,故障灯无故亮起,故障,1498060800
故障灯无故亮起,责任心不强,行为,1498060800
故障灯闪烁,操作分心,行为,1484496000
故障灯闪烁,发动机,器件,1484496000
故障灯闪烁,故障灯闪烁,故障,1484496000
散热器,开锅,故障,1492704000
散热器,散热器,器件,1492704000
散热器,不定时检查车况,行为,1492704000
散热器,操作分心,行为,1483200000
散热器,散热器,器件,1483200000
散热器,没有阅读说明书,行为,1492704000
散热器,知道故障不修理,行为,1492704000
散热器,散热器开关,故障,1483200000
散热器开关,操作分心,行为,1483200000
散热器开关,散热器,器件,1483200000
散热器开关,散热器开关,故障,1483200000
方向盘,方向盘,器件,1490803200
方向盘,方向盘故障,故障,1490803200
方向盘,没有阅读说明书,行为,1490803200
方向盘故障,方向盘,器件,1490803200
方向盘故障,方向盘故障,故障,1490803200
方向盘故障,没有阅读说明书,行为,1490803200
无倒档,操作分心,行为,1489334400
无倒档,无倒档,故障,1489334400
无倒档,防盗器,器件,1489334400
无法启动,操作分心,行为,1496160000
无法启动,发动机,器件,1496160000
无法启动,无法启动,故障,1496160000
无法启动故障,无法启动故障,故障,1490630400
无法启动故障,链条,器件,1490630400
无法启动故障,驾驶不当,行为,1490630400
曲轴,不懂保养汽车,行为,1492617600
曲轴,启动困难,故障,1492617600
曲轴,启动困难,故障,1483200000
曲轴,操作分心,行为,1483200000
曲轴,启动困难,故障,1493481600
曲轴,曲轴,器件,1493481600
曲轴,曲轴,器件,1492617600
曲轴,曲轴,器件,1483200000
曲轴,没有阅读说明书,行为,1493481600
曲轴位置传感器，发动机电子控制器ECU插接头,修理不当,行为,1495555200
曲轴位置传感器，发动机电子控制器ECU插接头,曲轴位置传感器，发动机电子控制器ECU插接头,器件,1495555200
曲轴位置传感器，发动机电子控制器ECU插接头,熄火,故障,1495555200
曲轴箱,曲轴箱,器件,1487433600
曲轴箱,爆燃,故障,1487433600
曲轴箱,驾驶不当,行为,1487433600
曲轴箱通风单向阀,启动困难,故障,1487088000
曲轴箱通风单向阀,意外,行为,1487088000
曲轴箱通风单向阀,曲轴箱通风单向阀,器件,1487088000
机油,机油,器件,1492876800
机油,烧机油,故障,1492876800
机油,知道故障不修理,行为,1492876800
机油压力指示灯,加速时机油压力指示灯会点亮,故障,1494000000
机油压力指示灯,机油压力指示灯,器件,1494000000
机油压力指示灯,知道故障不修理,行为,1494000000
机油尺,不定时检查车况,行为,1483718400
机油尺,机油尺,器件,1483718400
机油尺,机油尺屡次跳出,故障,1483718400
机油尺屡次跳出,不定时检查车况,行为,1483718400
机油尺屡次跳出,机油尺,器件,1483718400
机油尺屡次跳出,机油尺屡次跳出,故障,1483718400
机油泵,不定时检查车况,行为,1487433600
机油泵,大量漏油,故障,1487433600
机油泵,机油泵,器件,1487433600
机油泵驱动齿轮异响故障,机油泵驱动齿轮异响故障,故障,1487779200
机油泵驱动齿轮异响故障,粗心,行为,1487779200
机油泵驱动齿轮异响故障,骊山LS6911,器件,1487779200
柱塞锈蚀,操作分心,行为,1492012800
柱塞锈蚀,喷油泵,器件,1492012800
柱塞锈蚀,柱塞锈蚀,故障,1492012800
柴油机,修理不当,行为,1496851200
柴油机,排除气阻故障,故障,1496851200
柴油机,意外,行为,1495468800
柴油机,柴油机,器件,1495468800
柴油机,柴油机,器件,1496851200
柴油机,柴油机着火敲击声,故障,1495468800
柴油机着火敲击声,意外,行为,1495468800
柴油机着火敲击声,柴油机,器件,1495468800
柴油机着火敲击声,柴油机着火敲击声,故障,1495468800
正时齿轮,不定时检查车况,行为,1484323200
正时齿轮,正时齿轮,器件,1484323200
正时齿轮,正时齿轮发响,故障,1484323200
正时齿轮,驾驶不当,行为,1484323200
正时齿轮,知道故障不修理,行为,1484323200
正时齿轮发响,不定时检查车况,行为,1484323200
正时齿轮发响,正时齿轮,器件,1484323200
正时齿轮发响,正时齿轮发响,故障,1484323200
正时齿轮发响,驾驶不当,行为,1484323200
正时齿轮发响,知道故障不修理,行为,1484323200
气泵一轴承,“哧哧”声,故障,1499616000
气泵一轴承,不懂保养汽车,行为,1499616000
气泵一轴承,气泵一轴承,器件,1499616000
气泵皮带,发动机故障,故障,1492358400
气泵皮带,气泵皮带,器件,1492358400
气泵皮带,没有阅读说明书,行为,1492358400
气缸,上次修理失当,行为,1485705600
气缸,气缸,器件,1485705600
气缸,气缸盖锈穿,故障,1485705600
气缸,气缸,器件,1487433600
气缸,爆燃,故障,1487433600
气缸,发动机缺火,故障,1492444800
气缸,气缸,器件,1492444800
气缸,气缸,器件,1485964800
气缸,气缸不工作,故障,1485964800
气缸,气缸盖碗形塞锈穿,故障,1485705600
气缸,没有阅读说明书,行为,1485705600
气缸,驾驶不当,行为,1487433600
气缸,没有阅读说明书,行为,1492444800
气缸,知道故障不修理,行为,1485964800
气缸不工作,气缸,器件,1485964800
气缸不工作,气缸不工作,故障,1485964800
气缸不工作,知道故障不修理,行为,1485964800
气缸垫,不懂保养汽车,行为,1499961600
气缸垫,启动困难,故障,1499961600
气缸垫,上次修理失当,行为,1489766400
气缸垫,启动困难,故障,1489766400
气缸垫,排出大量蓝烟,故障,1493827200
气缸垫,气缸垫,器件,1493827200
气缸垫,气缸垫,器件,1499961600
气缸垫,气缸垫,器件,1489766400
气缸垫,没有阅读说明书,行为,1493827200
气缸盖碗形塞锈穿,上次修理失当,行为,1485705600
气缸盖碗形塞锈穿,气缸,器件,1485705600
气缸盖碗形塞锈穿,气缸盖碗形塞锈穿,故障,1485705600
气缸盖锈穿,气缸,器件,1485705600
气缸盖锈穿,气缸盖锈穿,故障,1485705600
气缸盖锈穿,没有阅读说明书,行为,1485705600
气门,气门,器件,1493568000
气门,缺门反复发响,故障,1493568000
气门,修理不当,行为,1493481600
气门,气门,器件,1493481600
气门,责任心不强,行为,1493568000
气门,气门脚响,故障,1493481600
气门推杆,发动机故障,故障,1495728000
气门推杆,气门推杆,器件,1495728000
气门推杆,粗心,行为,1495728000
气门脚,发动机故障,故障,1497110400
气门脚,气门脚,器件,1497110400
气门脚,驾驶不当,行为,1497110400
气门脚响,修理不当,行为,1493481600
气门脚响,气门,器件,1493481600
气门脚响,气门脚响,故障,1493481600
氧传感器,冒黑烟,故障,1493308800
氧传感器,操作分心,行为,1493308800
氧传感器,修理不当,行为,1483459200
氧传感器,冒黑烟,故障,1483459200
氧传感器,氧传感器,器件,1493308800
氧传感器,氧传感器,器件,1483459200
水泵,不定时检查车况,行为,1500134400
水泵,水泵,器件,1500134400
水泵,意外,行为,1500134400
水泵,水温高,故障,1500134400
水温传感器,发动机动力不足,故障,1492444800
水温传感器,水温传感器,器件,1492444800
水温传感器,没有阅读说明书,行为,1492444800
水温表,操作分心,行为,1493049600
水温表,水温表,器件,1493049600
水温表,操作分心,行为,1488211200
水温表,水温表,器件,1488211200
水温表,水温高,故障,1493049600
水温表,水温高,故障,1488211200
水温高,不定时检查车况,行为,1486224000
水温高,水温高,故障,1486224000
水温高,不懂保养汽车,行为,1488038400
水温高,水温高,故障,1488038400
水温高,意外,行为,1485014400
水温高,水温高,故障,1485014400
水温高,不懂保养汽车,行为,1494000000
水温高,水温高,故障,1494000000
水温高,水温高,故障,1496678400
水温高,没有阅读说明书,行为,1496678400
水温高,上次修理失当,行为,1496678400
水温高,不定时检查车况,行为,1500134400
水温高,水泵,器件,1500134400
水温高,意外,行为,1500134400
水温高,不懂保养汽车,行为,1484668800
水温高,水温高,故障,1484668800
水温高,操作分心,行为,1493049600
水温高,水温表,器件,1493049600
水温高,操作分心,行为,1488211200
水温高,水温表,器件,1488211200
水温高,组合仪表,器件,1486224000
水温高,节温器,器件,1488038400
水温高,节温器,器件,1485014400
水温高,风扇皮带,器件,1494000000
水温高,风扇叶片,器件,1496678400
水温高,水温高,故障,1500134400
水温高,节温器，冷却系,器件,1484668800
水温高,水温高,故障,1493049600
水温高,水温高,故障,1488211200
水箱,意外,行为,1484236800
水箱,水箱,器件,1484236800
水箱,水箱,器件,1493913600
水箱,水箱“开锅”,故障,1493913600
水箱,不定时检查车况,行为,1493913600
水箱,水箱开锅,故障,1484236800
水箱,驾驶不当,行为,1493913600
水箱“开锅”,水箱,器件,1493913600
水箱“开锅”,水箱“开锅”,故障,1493913600
水箱“开锅”,不定时检查车况,行为,1493913600
水箱“开锅”,驾驶不当,行为,1493913600
水箱开锅,意外,行为,1484236800
水箱开锅,水箱,器件,1484236800
水箱开锅,水箱开锅,故障,1484236800
水箱盖,修理不当,行为,1486224000
水箱盖,水箱盖,器件,1486224000
水箱盖,漏水,故障,1486224000
汽油发动机,汽油发动机,器件,1488038400
汽油发动机,汽油发动机故障,故障,1488038400
汽油发动机,粗心,行为,1488038400
汽油发动机故障,汽油发动机,器件,1488038400
汽油发动机故障,汽油发动机故障,故障,1488038400
汽油发动机故障,粗心,行为,1488038400
汽油泵,汽油泵,器件,1484236800
汽油泵,行驶无力,故障,1484236800
汽油泵,驾驶不当,行为,1484236800
汽油泵故障,发动机,器件,1485705600
汽油泵故障,汽油泵故障,故障,1485705600
汽油泵故障,驾驶不当,行为,1485705600
汽油消耗量过大,修理不当,行为,1493568000
汽油消耗量过大,发动机,器件,1493568000
汽油消耗量过大,发动机,器件,1493049600
汽油消耗量过大,汽油消耗量过大,故障,1493049600
汽油消耗量过大,汽油消耗量过大,故障,1493568000
汽油消耗量过大,驾驶不当,行为,1493049600
汽油管路及汽油泵,排除气阻故障,故障,1488384000
汽油管路及汽油泵,汽油管路及汽油泵,器件,1488384000
汽油管路及汽油泵,粗心,行为,1488384000
汽缸垫,上次修理失当,行为,1489766400
汽缸垫,汽缸垫,器件,1489766400
汽缸垫,熄火，发动不着,故障,1489766400
汽车摆头,不懂保养汽车,行为,1499443200
汽车摆头,弹簧,器件,1499443200
汽车摆头,汽车摆头,故障,1499443200
没有阅读说明书,怠速不稳,故障,1483200000
没有阅读说明书,没有阅读说明书,行为,1483200000
没有阅读说明书,分电器盖,器件,1483545600
没有阅读说明书,分电器盖窜气故障,故障,1483545600
没有阅读说明书,没有阅读说明书,行为,1483718400
没有阅读说明书,活塞,器件,1483718400
没有阅读说明书,二极管,器件,1485705600
没有阅读说明书,启动困难,故障,1485705600
没有阅读说明书,气缸,器件,1485705600
没有阅读说明书,气缸盖锈穿,故障,1485705600
没有阅读说明书,没有阅读说明书,行为,1486224000
没有阅读说明书,行驶摇头,故障,1486224000
没有阅读说明书,电流表,器件,1486224000
没有阅读说明书,没有阅读说明书,行为,1489248000
没有阅读说明书,车垫,器件,1489248000
没有阅读说明书,方向盘,器件,1490803200
没有阅读说明书,方向盘故障,故障,1490803200
没有阅读说明书,制动器,器件,1491667200
没有阅读说明书,启动困难,故障,1491667200
没有阅读说明书,没有阅读说明书,行为,1491667200
没有阅读说明书,车灯,器件,1491667200
没有阅读说明书,开锅,故障,1492704000
没有阅读说明书,散热器,器件,1492704000
没有阅读说明书,启动困难,故障,1492704000
没有阅读说明书,喷油泵,器件,1492704000
没有阅读说明书,发动机,器件,1492704000
没有阅读说明书,容易熄火,故障,1492704000
没有阅读说明书,冒黑烟,故障,1493568000
没有阅读说明书,没有阅读说明书,行为,1493568000
没有阅读说明书,发动机,器件,1493568000
没有阅读说明书,动力不足,故障,1494604800
没有阅读说明书,发动机,器件,1494604800
没有阅读说明书,发动机,器件,1496505600
没有阅读说明书,发动机噪声大,故障,1496505600
没有阅读说明书,水温高,故障,1496678400
没有阅读说明书,没有阅读说明书,行为,1496678400
没有阅读说明书,仪表不显示,故障,1488038400
没有阅读说明书,保险丝,器件,1488038400
没有阅读说明书,怠速不稳,故障,1489334400
